var_desc,var,var_desc_ewas,Matched Unit,Unit Type,ID,Test Name,Specimen,Cell Type,Low CU,High CU,Conventional Units,Low SI,High SI,SI Units,Effect,Test Method Type,Gender,Age_group,Testing time,Tests Anatomical Position,Blood level,Infection Type,Other conditions,Source,Comments
Cadmium (umol/L),LBDBCDSI,heavy metals,umol/L,SI Unit,#080,Cadmium,Whole blood (Hep), -,10,300,mcg/dL ,0.89,26.7,mcmol/L,Toxic, -, -, -, -, -, -, -, -,Stedman's, -
Blood cadmium (umol/L),LBDBCDSI,heavy metals,umol/L,SI Unit,#080,Cadmium,Whole blood (Hep), -,10,300,mcg/dL ,0.89,26.7,mcmol/L,Toxic, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#081,Cadmium,Urine, -, -,<15 ,mcg/d, -,<0.13,mcmol/d, -, -, -, -,24 h, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#082,Calcitonin,Serum or plasma, -, -,<=100 ,pg/mL, -,<=100 ,ng/L, -, -,Male, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#083,Calcitonin,Serum or plasma, -, -,<=30 ,pg/mL, -,<=30 ,ng/L, -, -,Female, -, -, -, -, -, -,Stedman's, -
Total calcium (mg/dL),LBXSCA,biochemistry,mg/dL,Conventional Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
Total calcium (mmol/L),LBDSCASI,nutrients,mmol/L,SI Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
Total Calcium (mg/dL),LBXSCA,biochemistry,mg/dL,Conventional Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
Total Calcium (mmol/L),LBDSCASI,nutrients,mmol/L,SI Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
"Calcium, total (mmol/L)",LBDSCASI,nutrients,mmol/L,SI Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
"Calcium, total (mg/dL)",LBXSCA,biochemistry,mg/dL,Conventional Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
Total calcium (mmol/L),LBDSCASI,biochemistry,mmol/L,SI Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
Total calcium (mg/dL),LB2SCA,biochemistry,mg/dL,Conventional Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
Total calcium (mmol/L),LB2SCASI,biochemistry,mmol/L,SI Unit,#084,Calcium,Serum, -,8.6,10,mg/dL,2.15,2.5,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,Slightly higher in children
 - , - , - , - , - ,#085,"Calcium, ionized",Serum, -,4.64,5.28,mg/dL,1.16,1.32,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#086,Calcium,Urine, -,50,150,mg/24 h,1.25,3.75,mmol/24 h, -, -, -, -, -, -, -, -,Low calcium diet,Stedman's, -
 - , - , - , - , - ,#087,Calcium,Urine, -,100,300,mg/24 h,2.5,7.5,mmol/24 h, -, -, -, -, -, -,Trough, -,Usual diet,Stedman's, -
 - , - , - , - , - ,#088,Carbamazepine,Serum or plasma (Hep or EDTA), -,4,12,mcg/mL,17,51,mcmol/L,Therapeutic, -, -, -, -, -,Trough, -, -,Stedman's, -
 - , - , - , - , - ,#089,Carbamazepine,Serum or plasma (Hep or EDTA), -,>15, -,mcg/mL,>63, -,mcmol/L,Toxic, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#090,"Carbon dioxide, total",Serum or plasma (Hep), -,22,28,mmol/L,22,28,mmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#091,Carbon dioxide (PCO2),Blood, -,35,48,mmHg,4.66,6.38,kPa, -, -,Male, -, -, -, -, -,arterial,Stedman's, -
 - , - , - , - , - ,#092,Carbon dioxide (PCO2),Blood, -,32,45,mmHg,4.26,5.99,kPa, -, -,Female, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#093,Carbon monoxide as carboxyhemoglobin (HbCO),Whole blood (EDTA), -,0.5,1.5,% total Hb,0.005,0.015,HbCO fraction, -, -, -, -, -, -, -, -,Nonsmokers,Stedman's, -
 - , - , - , - , - ,#094,Carbon monoxide as carboxyhemoglobin (HbCO),Whole blood (EDTA), -,4,5,% total Hb,0.04,0.05,HbCO fraction, -, -, -, -, -, -, -, -,Smokers (1-2 packs/d) ,Stedman's, -
 - , - , - , - , - ,#095,Carbon monoxide as carboxyhemoglobin (HbCO),Whole blood (EDTA), -,8,9,% total Hb,0.08,0.09,HbCO fraction, -, -, -, -, -, -, -, -,Smokers (>2 packs/d) ,Stedman's, -
 - , - , - , - , - ,#096,Carbon monoxide as carboxyhemoglobin (HbCO),Whole blood (EDTA), -,>20, -,% total Hb,>0.20, -,HbCO fraction,Toxic, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#097,Carbon monoxide as carboxyhemoglobin (HbCO),Whole blood (EDTA), -,>50, -,% total Hb,>0.5, -,HbCO fraction,Lethal, -, -, -, -, -, -, -, -,Stedman's, -
a-Carotene(ug/dL),LBXALC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
a-Carotene(umol/L),LBDALCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
trans-b-carotene(ug/dL),LBXBEC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
trans-b-carotene(umol/L),LBDBECSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
total b-Carotene(ug/dL),LBXBCC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
total b-Carotene(umol/L),LBDBCCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
cis-b-carotene(ug/dL),LBXCBC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
cis-b-carotene(umol/L),LBDCBCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
a-carotene(ug/dL),LBXALC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
a-carotene(umol/L),LBDALCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
Alpha-carotene (ug/dL),LBXALC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
Alpha-carotene (umol/L),LBDALCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
trans-Beta carotene (ug/dL),LBXBEC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
trans-Beta carotene (umol/L),LBDBECSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
cis-Beta carotene (ug/dL),LBXCBC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
cis-Beta carotene (umol/L),LBDCBCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
alpha-carotene(umol/L),LB2ALCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
trans-beta-carotene(ug/dL),LB2BEC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
trans-beta-carotene(umol/L),LB2BECSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
cis-beta-carotene(ug/dL),LB2CBC,nutrients,ug/dL,Conventional Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
cis-beta-carotene(umol/L),LB2CBCSI,nutrients,umol/L,SI Unit,#098,Carotene,Serum, -,10,85,mcg/dL,0.19,1.58,mcmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#099,Catecholamines-Dopamine,Plasma (EDTA), -, -,< 30,pg/mL, -, <196,pmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#100,Catecholamines-Epinephrine,Plasma (EDTA), -, -,<140,pg/mL, -,<764,pmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#101,Catecholamines-Norepinephrine,Plasma (EDTA), -, -,<1700,pg/mL, -,"<10,047",pmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#102,Catecholamines-Dopamine,Urine, -,65,400,mcg/24 h ,425,2610,nmol/24 h, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#103,Catecholamines-Epinephrine,Urine, -,0,20,mcg/24 h ,0,109,nmol/24 h, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#104,Catecholamines-Norepinephrine,Urine, -,15,80,mcg/24 h ,89,473,nmol/24 h, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#105,Carcinoembryonic antigen (CEA),Serum, -, -,<5.0 ,ng/mL, -,<5.0, mcg/L, -, -, -, -, -, -, -, -,Nonsmokers,Stedman's, -
Red blood cell count (million cells/uL),LBXRBCSI,blood,million cells/uL,Conventional Unit,#106,Cell counts, -,Erythrocytes,4.7,6.1, x 10^6/mcL,4.7,6.1, x 10^12/L, -, -,Male,Adult, -, -, -, -, -,Stedman's, -
Red blood cell count (million cells/uL),LBXRBCSI,blood,million cells/uL,Conventional Unit,#107,Cell counts, -,Erythrocytes,4.2,5.4, x 10^6/mcL,4.2,5.4, x 10^12/L, -, -,Female,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#108,Cell counts-Total, -,Leukocytes,4.8,10.8, x 10^6/mcL,4.8,10.8, x 10^12/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#109,Cell counts-Differential, -,Leukocytes-Myelocytes,0, -,%, -, -, -, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#110,Cell counts-Differential, -,Leukocytes-Myelocytes,0, -,/mcl,0, -, /L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#111,Cell counts-Differential, -,"Leukocytes-Neutrophils, Band",3,5,%, -, -, -, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Segmented neutrophils percent (%),LBXNEPCT,blood,%,Conventional Unit,#112,Cell counts-Differential, -,"Leukocytes-Neutrophils, Segmented",54,62,%, -, -, -, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#113,Cell counts-Differential, -,"Leukocytes-Neutrophils, Band",150,400,/mcL,150,400, x 10^6/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#114,Cell counts-Differential, -,"Leukocytes-Neutrophils, Segmented",3000,5800,/mcL,3000,5800, x 10^6/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Lymphocyte percent (%),LBXLYPCT,blood,%,Conventional Unit,#115,Cell counts-Differential, -,Leukocytes-Lymphocytes,20.5,51.1,%, -, -, -, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Lymphocyte number (1000 cells/uL),LBDLYMNO,blood,1000 cells/uL,Conventional Unit,#116,Cell counts-Differential, -,Leukocytes-Lymphocytes,1.2,3.4, x 10^3mcL,1.2,3.4, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Monocyte percent (%),LBXMOPCT,blood,%,Conventional Unit,#117,Cell counts-Differential, -,Leukocytes-Monocytes,1.7,9.3,%, -, -, -, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Monocyte number (1000 cells/uL),LBDMONO,blood,1000 cells/uL,Conventional Unit,#118,Cell counts-Differential, -,Leukocytes-Monocytes,0.11,0.59, x 10^3mcL,0.11,0.59, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#119,Cell counts-Differential, -,Leukocytes-Granulocytes,42.2,75.2,%, -, -, -, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#120,Cell counts-Differential, -,Leukocytes-Granulocytes,1.4,6.5, x 10^3mcL,1.4,6.5, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Eosinophils number (1000 cells/uL),LBDEONO,blood,1000 cells/uL,Conventional Unit,#121,Cell counts-Differential, -,Leukocytes-Eosinophils,0,0.7, x 10^3/mcL,0,0.7, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#122,Cell counts-Differential, -,Leukocytes-Basophils,0,0.2, x 10^3/mcL,0,0.2, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Platelet count SI (1000 cells/uL),LBXPLTSI,blood,1000 cells/uL,Conventional Unit,#123,Cell counts, -,Platelets,130,400, x 10^3/mcL,130,400, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
Platelet count (1000 cells/uL),LBXPLTSI,blood,1000 cells/uL,Conventional Unit,#123,Cell counts, -,Platelets,130,400, x 10^3/mcL,130,400, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#124,Cell counts, -,Reticulocytes,0.5,1.5, % of RBCs,0.005,0.015, of RBCs, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#125,Cell counts, -,Reticulocytes,24000,84000, /mcL,24,84, x 10^9/L, -, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#126,Cells,Cerebrospinal fluid (CSF), -,0,10, lymphocytes/mm^3,0,10, lymphocytes/mm^3, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#127,Cells,Cerebrospinal fluid (CSF), -,0, -, RBC/mm^3,0, -, RBC/mm^3, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#128,Ceruloplasmin,Serum, -,20,60, mg/dL,0.2,0.6, g/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#129,Chloramphenicol,Serum or plasma (Hep or EDTA), -,10,25, mcg/mL,31,77,mcmol/L,Therapeutic, -, -, -, -, -,Trough, -, -,Stedman's, -
 - , - , - , - , - ,#130,Chloramphenicol,Serum or plasma (Hep or EDTA), -,>25, -, mcg/mL,>77, -,mcmol/L,Toxic, -, -, -, -, -,Trough, -, -,Stedman's, -
Chloride (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#131,Chloride,Serum or plasma (Hep), -,98,107, mmol/L,98,107, mmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
Chloride: SI (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#131,Chloride,Serum or plasma (Hep), -,98,107, mmol/L,98,107, mmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
Chloride (mmol/L),LB2SCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#131,Chloride,Serum or plasma (Hep), -,98,107, mmol/L,98,107, mmol/L, -, -, -, -, -, -, -, -, -,Stedman's, -
Chloride (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#132,Chloride,Sweat, -,5,35, mmol/L,5,35, mmol/L, -, -, -, -, -, -, -, -,Normal,Stedman's, -
Chloride: SI (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#132,Chloride,Sweat, -,5,35, mmol/L,5,35, mmol/L, -, -, -, -, -, -, -, -,Normal,Stedman's, -
Chloride (mmol/L),LB2SCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#132,Chloride,Sweat, -,5,35, mmol/L,5,35, mmol/L, -, -, -, -, -, -, -, -,Normal,Stedman's, -
Chloride (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#133,Chloride,Sweat, -,60,200, mmol/L,60,200, mmol/L, -, -, -, -, -, -, -, -,Cystic fibrosis,Stedman's, -
Chloride: SI (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#133,Chloride,Sweat, -,60,200, mmol/L,60,200, mmol/L, -, -, -, -, -, -, -, -,Cystic fibrosis,Stedman's, -
Chloride (mmol/L),LB2SCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#133,Chloride,Sweat, -,60,200, mmol/L,60,200, mmol/L, -, -, -, -, -, -, -, -,Cystic fibrosis,Stedman's, -
 - , - , - , - , - ,#134,Chloride,Urine, -,2,10, mmol/24 h,2,10, mmol/24 h, -, -, -,Infant,24 h, -, -, -, -,Stedman's,vary greatly with Cl intake
 - , - , - , - , - ,#135,Chloride,Urine, -,15,40, mmol/24 h,15,40, mmol/24 h, -, -, -,Child,24 h, -, -, -, -,Stedman's,vary greatly with Cl intake
 - , - , - , - , - ,#136,Chloride,Urine, -,110,250, mmol/24 h,110,250, mmol/24 h, -, -, -,Adult,24 h, -, -, -, -,Stedman's,vary greatly with Cl intake
Chloride (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#137,Chloride,Cerebrospinal fluid (CSF), -,118,132, mmol/L,118,132, mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,20 mmol/L higher than serum
Chloride: SI (mmol/L),LBXSCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#137,Chloride,Cerebrospinal fluid (CSF), -,118,132, mmol/L,118,132, mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,20 mmol/L higher than serum
Chloride (mmol/L),LB2SCLSI,biochemistry,mmol/L,Conventional Unit/SI Unit,#137,Chloride,Cerebrospinal fluid (CSF), -,118,132, mmol/L,118,132, mmol/L, -, -, -, -, -, -, -, -, -,Stedman's,20 mmol/L higher than serum
Cholesterol (mg/dL),LBXSCH,biochemistry,mg/dL,Conventional Unit,#138,Cholesterol,Serum, -, -,<200,mg/dL, -,<5.2, mmol/L,Desirable, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mmol/L),LBDSCHSI,biochemistry,mmol/L,SI Unit,#138,Cholesterol,Serum, -, -,<200,mg/dL, -,<5.2, mmol/L,Desirable, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mg/dL),LB2SCH,biochemistry,mg/dL,Conventional Unit,#138,Cholesterol,Serum, -, -,<200,mg/dL, -,<5.2, mmol/L,Desirable, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mmol/L),LB2SCHSI,biochemistry,mmol/L,SI Unit,#138,Cholesterol,Serum, -, -,<200,mg/dL, -,<5.2, mmol/L,Desirable, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mg/dL),LBXSCH,biochemistry,mg/dL,Conventional Unit,#139,Cholesterol,Serum, -,200,239,mg/dL,5.2,6.2, mmol/L,Borderline, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mmol/L),LBDSCHSI,biochemistry,mmol/L,SI Unit,#139,Cholesterol,Serum, -,200,239,mg/dL,5.2,6.2, mmol/L,Borderline, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mg/dL),LB2SCH,biochemistry,mg/dL,Conventional Unit,#139,Cholesterol,Serum, -,200,239,mg/dL,5.2,6.2, mmol/L,Borderline, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mmol/L),LB2SCHSI,biochemistry,mmol/L,SI Unit,#139,Cholesterol,Serum, -,200,239,mg/dL,5.2,6.2, mmol/L,Borderline, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mg/dL),LBXSCH,biochemistry,mg/dL,Conventional Unit,#140,Cholesterol,Serum, -,>=240, -,mg/dL,>=6.2, -, mmol/L,High-risk, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mmol/L),LBDSCHSI,biochemistry,mmol/L,SI Unit,#140,Cholesterol,Serum, -,>=240, -,mg/dL,>=6.2, -, mmol/L,High-risk, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mg/dL),LB2SCH,biochemistry,mg/dL,Conventional Unit,#140,Cholesterol,Serum, -,>=240, -,mg/dL,>=6.2, -, mmol/L,High-risk, -, -,Adult, -, -, -, -, -,Stedman's, -
Cholesterol (mmol/L),LB2SCHSI,biochemistry,mmol/L,SI Unit,#140,Cholesterol,Serum, -,>=240, -,mg/dL,>=6.2, -, mmol/L,High-risk, -, -,Adult, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#141,Cholinesterase,Serum, -,4.9,11.9,U/mL,4.9,11.9,kU/L, -, -, -, -, -, -, -, -, -,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#142,"Cholinesterase, Dibucaine inhibition",Serum, -,79,84, %,0.79,0.84, -, -, -, -, -, -, -, -, -, -,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#143,"Cholinesterase, Fluoride inhibition",Serum, -,58,64, %,0.58,0.64, -, -, -, -, -, -, -, -, -, -,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#144,"Chorionic gonadotropin, intact",Serum or plasma (EDTA), -, -,<5.0,mIU/mL, -,<5.0,IU/L, -, -,Male, -, -, -, -, -, -,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#145,"Chorionic gonadotropin, intact",Serum or plasma (EDTA), -, -,<5.0,mIU/mL, -,<5.0,IU/L, -, -,Female, -, -, -, -, -,Nonpregnant,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#146,"Chorionic gonadotropin, intact",Serum or plasma (EDTA), -, -, -,Varies with gestational age, -, -,Varies with gestational age, -, -,Female, -, -, -, -, -,Pregnant,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#147,"Chorionic gonadotropin, intact",Urine, -, -, -,Negative, -, -,Negative, -,Qualitative,Male, -, -, -, -, -, -,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#148,"Chorionic gonadotropin, intact",Urine, -, -, -,Negative, -, -,Negative, -,Qualitative,Female, -, -, -, -, -,Nonpregnant,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#149,"Chorionic gonadotropin, intact",Urine, -, -, -,Positive, -, -,Positive, -,Qualitative,Female, -, -, -, -, -,Pregnant,Stedman's,Test values dependent on laboratory methods used.
 - , - , - , - , - ,#150,Clonazepam,Serum or plasma (Hep or EDTA), -,15,60,ng/mL,48,190,nmol/L,Therapeutic, -, -, -, -, -,Trough, -, -,Stedman's, -
 - , - , - , - , - ,#151,Clonazepam,Serum or plasma (Hep or EDTA), -,>80, -,ng/mL,>254, -,nmol/L,Toxic, -, -, -, -, -,Trough, -, -,Stedman's, -
 - , - , - , - , - ,#152,Coagulation tests, -, -,80,120, % of normal,0.8,1.2,of normal, -,Antithrombin III (synthetic substrate), -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#153,Coagulation tests, -, -,0,6,min,0,6,min, -,Bleeding time (Duke), -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#154,Coagulation tests, -, -,1,6,min,1,6,min, -,Bleeding time (Ivy), -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#155,Coagulation tests, -, -,2.3,9.5,min,2.3,9.5,min, -,Bleeding time (template), -, -,2 h, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#156,Coagulation tests, -, -,50,100, % in 2 h,0.5,1, /2 h, -,"Clot retraction, Qualitative", -, -,2 h, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#157,Coagulation time (Lee-White), -, -,5,15,min,5,15,min, -, -, -, -, -, -, -, -,glass tubes,Stedman's, -
 - , - , - , - , - ,#158,Coagulation time (Lee-White), -, -,19,60,min,19,60,min, -, -, -, -, -, -, -, -,siliconized tubes,Stedman's, -
 - , - , - , - , - ,#159,Cold hemolysin test (Donath-Landsteiner), -, -, -, -,No hemolysis, -, -,No hemolysis, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#160,"Complement components, Total hemolytic complement activity",Plasma (EDTA), -,75,160,U/mL,75,160,kU/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#161,"Complement components, Total complement decay rate",Plasma (EDTA), -,10,20, %,0.1,0.2,Fraction decay rate, -,Functional, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#162,"Complement components, Total complement decay rate",Plasma (EDTA), -,>50, -, %,>0.5, -, -,Deficiency,Functional, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#163,"Complement components, C1q",Serum, -,14.9,22.1,mg/dL,149,221,mg/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#164,"Complement components, C1r",Serum, -,2.5,10,mg/dL,25,100,mg/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#165,"Complement components, C1s (C1 esterase)",Serum, -,5,10,mg/dL,50,100,mg/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#166,"Complement components, C2",Serum, -,1.6,3.6,mg/dL,16,36,mg/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#167,"Complement components, C3",Serum, -,90,180,mg/dL,0.9,1.8,g/L, -, -, -, -, -, -, -, -, -,Stedman's, -
 - , - , - , - , - ,#168,"Complement components, C4",Serum, -,10,40,mg/dL,0.1,0.4,g/L, -, -, -, -, -, -, -, -, -,Stedman's, -
